StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q79,Q149,Q148,Q89,Q91,Q93,Q95,Q97,Q97_4_TEXT,Q99,Q99_5_TEXT,Q101,Q101_5_TEXT,Q103,Q103_2_TEXT,Q87,Q153,Q85,Q85_1_TEXT,Q85_2_TEXT,Q85_3_TEXT,Q85_4_TEXT,Q107,Q109,Q111,Q113,Q115,Q117,Q119,Q121,Q123,Q125,Q127,Q129,Q131,Q135,Q137,Q139,Q141,Q143,Q145,Q147,Q149,Q151,Q153,Q155,Q157,Q159,Q161,Q163,Q165,Q167,Q169,Q171,Q173,Q177,Q179,Q181,Q183,Q185,Q187,Q189,Q191,Q193,Q195,Q197,Q199,Q201,Q203
2022-03-22 11:35:58,2022-03-22 11:36:19,Survey Preview,100,20,True,2022-03-22 11:36:20,R_1ozfIxMd97Mfa2a,preview,EN,Agree,No,Fourth year,35-40 years old,"5'9""-6'0""",100-125 lbs,Male,Female,,Bisexual,,Hispanic/Latinx,,English,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-22 11:36:51,2022-03-22 11:37:13,Survey Preview,100,22,True,2022-03-22 11:37:14,R_2OVxKiNKJ3vGQjY,preview,EN,Agree,Yes,Fourth year,35-40 years old,"5'3""-5'6""",175-200 lbs,Female,Female,,Homosexual,,White/Caucasian,,English,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-22 11:38:18,2022-03-22 11:38:40,Survey Preview,100,22,True,2022-03-22 11:38:41,R_2BrhYtV6diT4fnW,preview,EN,Agree,Yes,Third year,30-35 years old,"5'6""-5'9""",150-175 lbs,Female,Female,,Bisexual,,White/Caucasian,,English,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-22 11:39:23,2022-03-22 11:39:46,Survey Preview,100,23,True,2022-03-22 11:39:47,R_3Hp2ST3F4VvnLBL,preview,EN,Agree,Yes,Third year,30-35 years old,"6'0""-6'3""",225+ lbs,Male,Male,,Queer,,White/Caucasian,,English,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-22 11:40:10,2022-03-22 11:40:30,Survey Preview,100,20,True,2022-03-22 11:40:32,R_2YQDNlbcCp92AML,preview,EN,Agree,Yes,Third year,30-35 years old,"5'3""-5'6""",150-175 lbs,Male,Male,,Heterosexual,,Black/African American,,English,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-22 11:40:36,2022-03-22 11:40:59,Survey Preview,100,22,True,2022-03-22 11:41:00,R_DHSBRLyYbiFmiIx,preview,EN,Agree,Yes,Fourth year,35-40 years old,"5'6""-5'9""",Under 100 lbs,Male,Male,,Bisexual,,White/Caucasian,,English,,Yes,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-22 11:41:24,2022-03-22 11:41:43,Survey Preview,100,18,True,2022-03-22 11:41:44,R_1j6rYR9cHxFaxfN,preview,EN,Agree,Yes,Third year,35-40 years old,"5'9""-6'0""",Under 100 lbs,Female,Female,,Homosexual,,Hispanic/Latinx,,English,,Yes,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-22 11:42:45,2022-03-22 11:43:10,Survey Preview,100,24,True,2022-03-22 11:43:11,R_tKD9K9Jg7EMbtzr,preview,EN,Agree,Yes,Fourth year,25-30 years old,"5'3""-5'6""",175-200 lbs,Male,Other:,,Homosexual,,Asian/Asian American,,English,,Yes,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-22 11:43:23,2022-03-22 11:43:43,Survey Preview,100,20,True,2022-03-22 11:43:44,R_24C2H4QJOqwCOdZ,preview,EN,Agree,Yes,Fourth year,Under 25 years old,"5'3""-5'6""",125-150 lbs,Female,Female,,Queer,,White/Caucasian,,English,,Yes,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-22 11:43:58,2022-03-22 11:44:20,Survey Preview,100,21,True,2022-03-22 11:44:20,R_1Q0JlpNbr28cG77,preview,EN,Agree,Yes,Fourth year,Under 25 years old,"5'6""-5'9""",100-125 lbs,Female,Female,,Homosexual,,Hispanic/Latinx,,English,,Yes,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-22 11:44:29,2022-03-22 11:45:13,Survey Preview,100,44,True,2022-03-22 11:45:14,R_3fjxF4D29cy1EDA,preview,EN,Agree,Yes,Fourth year,40-45 years old,"5'6""-5'9""",175-200 lbs,Female,Female,,Queer,,White/Caucasian,,English,,Yes,No,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-22 11:45:55,2022-03-22 11:46:15,IP Address,100,20,True,2022-03-22 11:46:16,R_1CjPhXJLygxV9at,anonymous,EN,Agree,No,Fourth year,30-35 years old,"5'9""-6'0""",100-125 lbs,Female,Female,,Homosexual,,Black/African American,,English,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-22 11:46:59,2022-03-22 11:47:19,IP Address,100,19,True,2022-03-22 11:47:19,R_1ITuARBFsGBtyx9,anonymous,EN,Agree,Yes,Fourth year,Under 25 years old,"5'9""-6'0""",125-150 lbs,Female,Female,,Queer,,White/Caucasian,,English,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-22 11:47:56,2022-03-22 11:48:18,IP Address,100,22,True,2022-03-22 11:48:19,R_R1WeCx0OmcFHJ29,anonymous,EN,Agree,Yes,Fourth year,35-40 years old,"5'0""-5'3""",,,,,Bisexual,,Black/African American,,English,,Yes,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-22 11:46:28,2022-03-22 11:46:55,IP Address,21,27,False,2022-03-24 11:46:57,R_2s4OSL7ReFxUhzn,anonymous,EN,Agree,Yes,Fourth year,30-35 years old,"5'6""-5'9""",125-150 lbs,Female,Female,,Homosexual,,Hispanic/Latinx,,English,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-22 11:47:26,2022-03-22 11:47:50,IP Address,22,24,False,2022-03-24 11:47:52,R_QlImJHMvSU4AWyJ,anonymous,EN,Agree,Yes,Third year,25-30 years old,"6'3""+",125-150 lbs,Female,Female,,Homosexual,,Black/African American,,English,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-29 10:02:47,2022-03-29 10:02:47,Spam,100,0,True,2022-03-29 10:02:47,R_30kkNKLXfuovvtN,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-29 10:03:03,2022-03-29 10:04:16,IP Address,100,72,True,2022-03-29 10:04:16,R_3OqCBZDc6FonzHG,anonymous,EN,Agree,No,Fourth year,25-30 years old,"5'3""-5'6""",125-150 lbs,Female,Female,,Heterosexual,,Asian/Asian American,,English,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-29 10:07:55,2022-03-29 10:07:55,Spam,100,0,True,2022-03-29 10:07:55,R_3EHcSu654IZYN2o,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-29 10:09:16,2022-03-29 10:09:16,IP Address,100,0,True,2022-03-29 10:09:16,R_3E9ZkS6oKCqeycG,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-29 10:02:45,2022-03-29 10:10:33,IP Address,100,467,True,2022-03-29 10:10:33,R_1KfdYEEwHAh5seP,anonymous,EN,Agree,Yes,Fourth year,25-30 years old,"5'6""-5'9""",125-150 lbs,Female,Female,,Heterosexual,,White/Caucasian,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",DU,05,ON,HA,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,4= Almost always,2= Sometimes,4= Almost always,1= Almost never,1= Almost never,3= Often,3= Often,1= Almost never,2= Sometimes,4= Almost always,1= Almost never,2= Sometimes,3= Often,3= Often,1= Almost never,3= Often,2= Sometimes,2= Sometimes,4= Almost always,2= Sometimes,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me
2022-03-29 10:04:52,2022-03-29 10:10:46,IP Address,100,353,True,2022-03-29 10:10:46,R_yPmpnzy4lkLBkDD,anonymous,EN,Agree,Yes,Fourth year,25-30 years old,"5'3""-5'6""",125-150 lbs,Female,Female,,Heterosexual,,Asian/Asian American,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",Na,10,Bu,Br,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,3= Often,2= Sometimes,4= Almost always,1= Almost never,1= Almost never,3= Often,3= Often,2= Sometimes,4= Almost always,4= Almost always,1= Almost never,2= Sometimes,4= Almost always,3= Often,1= Almost never,4= Almost always,2= Sometimes,2= Sometimes,3= Often,1= Almost never,2,2,1= Not at all characteristic or true of me,2,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,2,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me
2022-03-29 10:06:07,2022-03-29 10:12:39,IP Address,100,391,True,2022-03-29 10:12:39,R_2wGBoaJ7VtwSVxv,anonymous,EN,Agree,Yes,Fourth year,30-35 years old,"5'9""-6'0""",175-200 lbs,Male,Male,,Heterosexual,,White/Caucasian,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",Sp,07,Po,Br,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,3= Often,2= Sometimes,3= Often,2= Sometimes,1= Almost never,2= Sometimes,3= Often,2= Sometimes,2= Sometimes,3= Often,1= Almost never,2= Sometimes,3= Often,3= Often,2= Sometimes,3= Often,2= Sometimes,2= Sometimes,3= Often,1= Almost never,4,3= Moderately characteristic or true of me,2,4,5= Extremely characteristic or true of me,1= Not at all characteristic or true of me,3= Moderately characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,4,2,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,2
2022-03-29 10:06:18,2022-03-29 10:14:53,IP Address,100,515,True,2022-03-29 10:14:54,R_2CktN3BVIhY4l7V,anonymous,EN,Agree,Yes,Third year,Under 25 years old,"5'3""-5'6""",125-150 lbs,Female,Female,,Heterosexual,,Asian/Asian American,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",Th,04,Fl,br,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,4= Almost always,2= Sometimes,3= Often,3= Often,2= Sometimes,3= Often,3= Often,2= Sometimes,2= Sometimes,3= Often,2= Sometimes,2= Sometimes,3= Often,3= Often,2= Sometimes,3= Often,2= Sometimes,2= Sometimes,3= Often,2= Sometimes,2,2,2,3= Moderately characteristic or true of me,2,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,2,1= Not at all characteristic or true of me,2
2022-03-29 10:15:59,2022-03-29 10:15:59,Spam,100,0,True,2022-03-29 10:16:00,R_2s71ySq7m6dbU56,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-29 10:12:23,2022-03-29 10:18:12,IP Address,100,348,True,2022-03-29 10:18:12,R_2uImKR4R63siPLE,anonymous,EN,Agree,Yes,Third year,25-30 years old,"5'9""-6'0""",150-175 lbs,Female,Female,,Heterosexual,,White/Caucasian,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",X,05,X,BR,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,4= Almost always,2= Sometimes,3= Often,1= Almost never,2= Sometimes,2= Sometimes,4= Almost always,2= Sometimes,2= Sometimes,3= Often,2= Sometimes,2= Sometimes,3= Often,3= Often,2= Sometimes,3= Often,2= Sometimes,3= Often,4= Almost always,1= Almost never,2,1= Not at all characteristic or true of me,2,2,2,1= Not at all characteristic or true of me,3= Moderately characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,2,1= Not at all characteristic or true of me,3= Moderately characteristic or true of me
2022-03-29 10:21:16,2022-03-29 10:21:16,Spam,100,0,True,2022-03-29 10:21:16,R_322DICD4JUuq378,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-29 10:29:10,2022-03-29 10:29:10,Spam,100,0,True,2022-03-29 10:29:11,R_3lEp93c3VFdpQMM,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-29 11:26:19,2022-03-29 11:26:19,Spam,100,0,True,2022-03-29 11:26:20,R_2s4GLrPHwJ3YT5T,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-29 11:29:04,2022-03-29 11:29:04,Spam,100,0,True,2022-03-29 11:29:05,R_3s1wnVTzv5Vmt1C,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-29 11:27:05,2022-03-29 11:33:30,IP Address,100,385,True,2022-03-29 11:33:31,R_T77ocaTr0xQRyJb,anonymous,EN,Agree,Yes,Fourth year,40-45 years old,"5'0""-5'3""",150-175 lbs,Female,Female,,Heterosexual,,White/Caucasian,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",MO,01,so,bl,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,4= Almost always,2= Sometimes,4= Almost always,1= Almost never,1= Almost never,2= Sometimes,3= Often,1= Almost never,1= Almost never,3= Often,1= Almost never,2= Sometimes,4= Almost always,4= Almost always,2= Sometimes,4= Almost always,1= Almost never,1= Almost never,4= Almost always,1= Almost never,3= Moderately characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,4,3= Moderately characteristic or true of me,1= Not at all characteristic or true of me,2,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me
2022-03-29 11:45:45,2022-03-29 11:45:45,Spam,100,0,True,2022-03-29 11:45:45,R_YYOfEBoAnzIriRb,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-29 12:13:15,2022-03-29 12:42:22,IP Address,100,1746,True,2022-03-29 12:42:23,R_1jjQC2n0P2fvNab,anonymous,EN,Agree,Yes,Fourth year,25-30 years old,"5'6""-5'9""",125-150 lbs,Female,Female,,Heterosexual,,White/Caucasian,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",jo,05,mu,bl,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,4= Almost always,3= Often,3= Often,2= Sometimes,1= Almost never,2= Sometimes,4= Almost always,2= Sometimes,2= Sometimes,3= Often,2= Sometimes,2= Sometimes,3= Often,4= Almost always,2= Sometimes,3= Often,2= Sometimes,2= Sometimes,4= Almost always,2= Sometimes,3= Moderately characteristic or true of me,2,1= Not at all characteristic or true of me,2,2,1= Not at all characteristic or true of me,2,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me
2022-03-29 13:15:57,2022-03-29 13:15:57,Spam,100,0,True,2022-03-29 13:15:58,R_24NmbLeg3Pq6L3X,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-29 13:12:42,2022-03-29 13:20:38,IP Address,100,475,True,2022-03-29 13:20:38,R_UnjCeRshss61Lm9,anonymous,EN,Agree,Yes,Fourth year,25-30 years old,"5'0""-5'3""",100-125 lbs,Female,Female,,Bisexual,,White/Caucasian,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",LO,01,14,GR,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,3= Often,2= Sometimes,4= Almost always,1= Almost never,1= Almost never,2= Sometimes,3= Often,2= Sometimes,2= Sometimes,3= Often,1= Almost never,1= Almost never,3= Often,4= Almost always,1= Almost never,3= Often,2= Sometimes,2= Sometimes,4= Almost always,2= Sometimes,2,2,2,2,2,2,2,1= Not at all characteristic or true of me,2,2,3= Moderately characteristic or true of me,2,1= Not at all characteristic or true of me,2
2022-03-29 13:20:28,2022-03-29 13:25:40,IP Address,100,311,True,2022-03-29 13:25:40,R_ReGxPC6LSJVdMFX,anonymous,EN,Agree,Yes,Fourth year,25-30 years old,"5'0""-5'3""",100-125 lbs,Female,Female,,Heterosexual,,White/Caucasian,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",AN,06,62,BL,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,3= Often,3= Often,2= Sometimes,2= Sometimes,1= Almost never,4= Almost always,2= Sometimes,2= Sometimes,3= Often,3= Often,1= Almost never,2= Sometimes,3= Often,1= Almost never,2= Sometimes,4= Almost always,2= Sometimes,2= Sometimes,3= Often,3= Often,2,2,1= Not at all characteristic or true of me,2,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,4,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,2,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,2
2022-03-29 15:14:44,2022-03-29 15:32:10,IP Address,100,1046,True,2022-03-29 15:32:11,R_26bSmzDtg9VLvFY,anonymous,EN,Agree,Yes,Fourth year,25-30 years old,"5'3""-5'6""",150-175 lbs,Female,Female,,Heterosexual,,White/Caucasian,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",LY,02,12,GR,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,3= Often,2= Sometimes,4= Almost always,2= Sometimes,1= Almost never,3= Often,3= Often,1= Almost never,2= Sometimes,3= Often,1= Almost never,1= Almost never,3= Often,3= Often,1= Almost never,4= Almost always,2= Sometimes,2= Sometimes,4= Almost always,3= Often,3= Moderately characteristic or true of me,2,2,3= Moderately characteristic or true of me,3= Moderately characteristic or true of me,1= Not at all characteristic or true of me,3= Moderately characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,2,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me
2022-03-29 18:54:45,2022-03-29 19:02:29,IP Address,100,464,True,2022-03-29 19:02:30,R_2q9o5SLCBCsa3gF,anonymous,EN,Agree,Yes,Fourth year,25-30 years old,"5'3""-5'6""",100-125 lbs,Female,Female,,Heterosexual,,White/Caucasian,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",ra,01,be,ha,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,4= Almost always,2= Sometimes,3= Often,2= Sometimes,2= Sometimes,3= Often,3= Often,3= Often,2= Sometimes,3= Often,1= Almost never,2= Sometimes,3= Often,3= Often,2= Sometimes,3= Often,2= Sometimes,2= Sometimes,3= Often,2= Sometimes,2,2,2,3= Moderately characteristic or true of me,2,2,2,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,2,1= Not at all characteristic or true of me,2
2022-03-30 05:01:28,2022-03-30 05:01:28,Spam,100,0,True,2022-03-30 05:01:29,R_vZAEtQY89M5qPN7,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30 12:57:24,2022-03-30 13:50:32,IP Address,100,3187,True,2022-03-30 13:50:32,R_3nUwZzg7xPHgayh,anonymous,EN,Agree,Yes,Fourth year,25-30 years old,"5'3""-5'6""",100-125 lbs,Female,Female,,Heterosexual,,Asian/Asian American,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",X,07,LA,BR,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,3= Often,1= Almost never,2= Sometimes,2= Sometimes,2= Sometimes,2= Sometimes,3= Often,1= Almost never,2= Sometimes,3= Often,1= Almost never,2= Sometimes,2= Sometimes,2= Sometimes,2= Sometimes,3= Often,2= Sometimes,2= Sometimes,4= Almost always,1= Almost never,2,2,3= Moderately characteristic or true of me,2,3= Moderately characteristic or true of me,1= Not at all characteristic or true of me,2,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,3= Moderately characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me
2022-03-31 08:41:38,2022-03-31 08:47:07,IP Address,100,328,True,2022-03-31 08:47:07,R_2CetOdTK5VMGKxJ,anonymous,EN,Agree,Yes,Fourth year,25-30 years old,"5'3""-5'6""",100-125 lbs,Female,Female,,Heterosexual,,Asian/Asian American,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",Th,02,NE,Br,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,4= Almost always,3= Often,4= Almost always,1= Almost never,1= Almost never,2= Sometimes,4= Almost always,1= Almost never,3= Often,4= Almost always,1= Almost never,2= Sometimes,4= Almost always,1= Almost never,2= Sometimes,3= Often,2= Sometimes,2= Sometimes,4= Almost always,2= Sometimes,2,1= Not at all characteristic or true of me,2,2,1= Not at all characteristic or true of me,2,2,2,2,2,1= Not at all characteristic or true of me,2,2,2
2022-03-29 20:16:42,2022-03-29 20:22:12,IP Address,46,329,False,2022-03-31 20:22:17,R_2vitvPB7aCQ4FFZ,anonymous,EN,Agree,Yes,Fourth year,25-30 years old,"5'6""-5'9""",125-150 lbs,Female,Female,,Heterosexual,,White/Caucasian,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",El,09,Fo,Ha,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-01 10:01:24,2022-04-01 10:06:14,IP Address,100,290,True,2022-04-01 10:06:14,R_1IhdqSjmtm7bZgu,anonymous,EN,Agree,Yes,Third year,25-30 years old,"5'0""-5'3""",100-125 lbs,Female,Female,,Heterosexual,,White/Caucasian,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",LY,02,LA,GR,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,2= Sometimes,2= Sometimes,1= Almost never,3= Often,2= Sometimes,1= Almost never,2= Sometimes,3= Often,2= Sometimes,2= Sometimes,1= Almost never,2= Sometimes,2= Sometimes,2= Sometimes,1= Almost never,2= Sometimes,1= Almost never,2= Sometimes,3= Often,2= Sometimes,4,3= Moderately characteristic or true of me,3= Moderately characteristic or true of me,4,3= Moderately characteristic or true of me,1= Not at all characteristic or true of me,2,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,2
2022-04-03 11:15:51,2022-04-03 11:15:51,Spam,100,0,True,2022-04-03 11:15:52,R_3mb40GNwej6Ule1,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-05 09:10:09,2022-04-05 09:10:09,Spam,100,0,True,2022-04-05 09:10:09,R_vNzcVqHn7oh5XdT,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
